season,round,date,home_team,away_team,home_score,away_score,actual_margin_home,actual_total,market,signal,selection,model_number,model_home_fair_odds,model_away_fair_odds,open_number,close_number,open_odds,close_odds,clv,result,winner,bookmakers_surveyed
2026,18,2026-07-03,Penrith Panthers,South Sydney Rabbitohs,36,14,22.0,50.0,h2h,model,Penrith Panthers,,1.243,5.119,,,1.58,1.6,-0.0125,win,model,11
2026,18,2026-07-03,Penrith Panthers,South Sydney Rabbitohs,36,14,22.0,50.0,h2h,market,South Sydney Rabbitohs,,1.243,5.119,,,2.35,2.35,0.0,loss,model,11
2026,18,2026-07-03,Penrith Panthers,South Sydney Rabbitohs,36,14,22.0,50.0,handicap,model,Penrith Panthers,10.34,,,-3.5,-4.5,1.9,1.95,1.0,win,tie,11
2026,18,2026-07-03,Penrith Panthers,South Sydney Rabbitohs,36,14,22.0,50.0,handicap,market,Penrith Panthers,10.34,,,-3.5,-4.5,1.9,1.95,1.0,win,tie,11
2026,18,2026-07-03,Penrith Panthers,South Sydney Rabbitohs,36,14,22.0,50.0,total,model,under,43.49,,,45.5,45.5,2.22,2.15,0.0,loss,market,11
2026,18,2026-07-03,Penrith Panthers,South Sydney Rabbitohs,36,14,22.0,50.0,total,market,no_move,43.49,,,45.5,45.5,,,,,market,11
2026,18,2026-07-04,St. George Illawarra Dragons,Wests Tigers,24,10,14.0,34.0,h2h,model,Wests Tigers,,2.981,1.505,,,1.42,1.55,-0.0839,loss,market,11
2026,18,2026-07-04,St. George Illawarra Dragons,Wests Tigers,24,10,14.0,34.0,h2h,market,St. George Illawarra Dragons,,2.981,1.505,,,2.8,2.45,0.1429,win,market,11
2026,18,2026-07-04,St. George Illawarra Dragons,Wests Tigers,24,10,14.0,34.0,handicap,model,St. George Illawarra Dragons,-5.03,,,6.5,4.5,1.9,1.9,2.0,win,tie,11
2026,18,2026-07-04,St. George Illawarra Dragons,Wests Tigers,24,10,14.0,34.0,handicap,market,St. George Illawarra Dragons,-5.03,,,6.5,4.5,1.9,1.9,2.0,win,tie,11
2026,18,2026-07-04,St. George Illawarra Dragons,Wests Tigers,24,10,14.0,34.0,total,model,under,45.9,,,48.5,48.5,2.06,2.06,0.0,win,model,11
2026,18,2026-07-04,St. George Illawarra Dragons,Wests Tigers,24,10,14.0,34.0,total,market,no_move,45.9,,,48.5,48.5,,,,,model,11
2026,18,2026-07-04,Brisbane Broncos,Cronulla-Sutherland Sharks,16,28,-12.0,44.0,h2h,model,Cronulla-Sutherland Sharks,,13.178,1.082,,,1.46,1.5,-0.0267,win,model,11
2026,18,2026-07-04,Brisbane Broncos,Cronulla-Sutherland Sharks,16,28,-12.0,44.0,h2h,market,Brisbane Broncos,,13.178,1.082,,,2.65,2.6,0.0192,loss,model,11
2026,18,2026-07-04,Brisbane Broncos,Cronulla-Sutherland Sharks,16,28,-12.0,44.0,handicap,model,Cronulla-Sutherland Sharks,-17.21,,,-6.5,-6.5,1.9,1.9,0.0,win,model,11
2026,18,2026-07-04,Brisbane Broncos,Cronulla-Sutherland Sharks,16,28,-12.0,44.0,handicap,market,no_move,-17.21,,,,,,,,,model,11
2026,18,2026-07-04,Brisbane Broncos,Cronulla-Sutherland Sharks,16,28,-12.0,44.0,total,model,under,45.92,,,48.5,48.5,2.06,2.06,0.0,win,model,11
2026,18,2026-07-04,Brisbane Broncos,Cronulla-Sutherland Sharks,16,28,-12.0,44.0,total,market,no_move,45.92,,,48.5,48.5,,,,,model,11
2026,18,2026-07-05,Parramatta Eels,Manly-Warringah Sea Eagles,23,14,9.0,37.0,h2h,model,Manly-Warringah Sea Eagles,,7.371,1.157,,,1.3,1.36,-0.0441,loss,market,11
2026,18,2026-07-05,Parramatta Eels,Manly-Warringah Sea Eagles,23,14,9.0,37.0,h2h,market,Parramatta Eels,,7.371,1.157,,,3.45,3.15,0.0952,win,market,11
2026,18,2026-07-05,Parramatta Eels,Manly-Warringah Sea Eagles,23,14,9.0,37.0,handicap,model,Manly-Warringah Sea Eagles,-13.22,,,-9.5,-9.5,1.9,1.9,0.0,loss,market,11
2026,18,2026-07-05,Parramatta Eels,Manly-Warringah Sea Eagles,23,14,9.0,37.0,handicap,market,no_move,-13.22,,,,,,,,,market,11
2026,18,2026-07-05,Parramatta Eels,Manly-Warringah Sea Eagles,23,14,9.0,37.0,total,model,under,42.46,,,49.5,49.5,2.16,2.16,0.0,win,model,11
2026,18,2026-07-05,Parramatta Eels,Manly-Warringah Sea Eagles,23,14,9.0,37.0,total,market,no_move,42.46,,,49.5,49.5,,,,,model,11
2026,18,2026-07-05,Newcastle Knights,Dolphins,13,12,1.0,25.0,h2h,model,Dolphins,,2.902,1.526,,,1.69,1.8,-0.0611,loss,market,11
2026,18,2026-07-05,Newcastle Knights,Dolphins,13,12,1.0,25.0,h2h,market,Newcastle Knights,,2.902,1.526,,,2.15,2.0,0.075,win,market,11
2026,18,2026-07-05,Newcastle Knights,Dolphins,13,12,1.0,25.0,handicap,model,Dolphins,-4.8,,,-2.5,-1.5,1.9,1.9,-1.0,loss,market,11
2026,18,2026-07-05,Newcastle Knights,Dolphins,13,12,1.0,25.0,handicap,market,Newcastle Knights,-4.8,,,2.5,1.5,1.9,1.9,1.0,win,market,11
2026,18,2026-07-05,Newcastle Knights,Dolphins,13,12,1.0,25.0,total,model,under,49.96,,,50.5,50.5,2.1,2.1,0.0,win,model,11
2026,18,2026-07-05,Newcastle Knights,Dolphins,13,12,1.0,25.0,total,market,no_move,49.96,,,50.5,50.5,,,,,model,11
